ID,LHS,LHS Type,RHS,Probability
124,NNS,preterminal,libraries,0.03957438333949757
125,NNS,preterminal,machines,0.038151867762952
126,NNS,preterminal,planets,0.03246180545676975
127,NNS,preterminal,professors,0.0967595095166292
128,NNS,preterminal,projects,0.0629036387948448
129,NNS,preterminal,rivers,0.05721357648866255
130,NNS,preterminal,stories,0.011408574923895416
131,NNS,preterminal,students,0.08367236621241003
132,NNS,preterminal,teachers,0.03502233349455176
133,P,preterminal,at,0.18317133868619995
134,P,preterminal,by,0.11367798281448092
135,P,preterminal,from,0.06343616471803541
136,P,preterminal,in,0.24139550171385643
137,P,preterminal,near,0.03479363290604311
138,P,preterminal,on,0.22261351364041887
139,P,preterminal,with,0.1409118655209654
140,V_IN,preterminal,arrive,0.02461441611583255
141,V_IN,preterminal,arrived,0.05042492917847025
142,V_IN,preterminal,arrives,0.03531633616619453
143,V_IN,preterminal,collapse,0.007617248977022348
144,V_IN,preterminal,collapsed,0.010135347812401638
145,V_IN,preterminal,collapses,0.007617248977022348
146,V_IN,preterminal,cough,0.01391249606547057
147,V_IN,preterminal,coughed,0.02524394082467737
148,V_IN,preterminal,coughs,0.021466792571608436
149,V_IN,preterminal,cried,0.01391249606547057
150,V_IN,preterminal,cries,0.012653446647780927
151,V_IN,preterminal,cry,0.0050991501416430595
152,V_IN,preterminal,dance,0.01957821844507397
153,V_IN,preterminal,danced,0.03720491029272899
154,V_IN,preterminal,dances,0.02020774315391879
155,V_IN,preterminal,depart,0.018319169027384327
156,V_IN,preterminal,departed,0.04538873150771167
157,V_IN,preterminal,departs,0.032168712621970415
158,V_IN,preterminal,laugh,0.036575385583884165
159,V_IN,preterminal,laughed,0.055461126849228826
160,V_IN,preterminal,laughs,0.034686811457349705
161,V_IN,preterminal,pause,0.0006924771797293044
162,V_IN,preterminal,paused,0.004469625432798237
163,V_IN,preterminal,pauses,0.0025810513062637704
164,V_IN,preterminal,shout,0.01391249606547057
165,V_IN,preterminal,shouted,0.03090966320428077
166,V_IN,preterminal,shouts,0.017060119609694682
167,V_IN,preterminal,sleep,0.026502990242367012
168,V_IN,preterminal,sleeps,0.0403525338369531
169,V_IN,preterminal,slept,0.05923827510229776
170,V_IN,preterminal,smile,0.012023921938936104
171,V_IN,preterminal,smiled,0.02020774315391879
172,V_IN,preterminal,smiles,0.012023921938936104
173,V_IN,preterminal,sneeze,0.012653446647780927
174,V_IN,preterminal,sneezed,0.02524394082467737
175,V_IN,preterminal,sneezes,0.012653446647780927
176,V_IN,preterminal,travel,0.003840100723953415
177,V_IN,preterminal,traveled,0.006987724268177526
178,V_IN,preterminal,travels,0.003210576015108593
179,V_IN,preterminal,wait,0.021466792571608436
180,V_IN,preterminal,waited,0.04161158325464274
181,V_IN,preterminal,waits,0.026502990242367012
182,V_IN,preterminal,wander,0.015171545483160215
183,V_IN,preterminal,wandered,0.03972300912810828
184,V_IN,preterminal,wanders,0.023355366698142904
185,V_TR,preterminal,admire,0.04072595281306715
186,V_TR,preterminal,admired,0.053793103448275856
187,V_TR,preterminal,admires,0.04362976406533575
188,V_TR,preterminal,build,0.0341923774954628
189,V_TR,preterminal,builds,0.0341923774954628
190,V_TR,preterminal,built,0.023303085299455538
191,V_TR,preterminal,call,0.009509981851179673
192,V_TR,preterminal,called,0.012413793103448277
193,V_TR,preterminal,calls,0.01459165154264973
194,V_TR,preterminal,chase,0.050163339382940104
195,V_TR,preterminal,chased,0.03782214156079855
196,V_TR,preterminal,chases,0.03201451905626134
197,V_TR,preterminal,find,0.019673321234119783
198,V_TR,preterminal,finds,0.021125226860254084
199,V_TR,preterminal,follow,0.02548094373865699
200,V_TR,preterminal,followed,0.018221415607985483
201,V_TR,preterminal,follows,0.017495462794918332
202,V_TR,preterminal,found,0.022577132486388384
203,V_TR,preterminal,help,0.01459165154264973
204,V_TR,preterminal,helped,0.011687840290381127
205,V_TR,preterminal,helps,0.019673321234119783
206,V_TR,preterminal,meet,0.005154264972776769
207,V_TR,preterminal,meets,0.010235934664246825
208,V_TR,preterminal,met,0.007332123411978221
209,V_TR,preterminal,move,0.0058802177858439195
210,V_TR,preterminal,moved,0.008058076225045372
211,V_TR,preterminal,moves,0.002976406533575317
212,V_TR,preterminal,praise,0.0007985480943738658
213,V_TR,preterminal,praised,0.003702359346642468
214,V_TR,preterminal,praises,0.004428312159709619
215,V_TR,preterminal,prefer,0.01531760435571688
216,V_TR,preterminal,preferred,0.020399274047186933
217,V_TR,preterminal,prefers,0.021851179673321234
218,V_TR,preterminal,saw,0.03782214156079855
219,V_TR,preterminal,see,0.0356442831215971
220,V_TR,preterminal,sees,0.03637023593466425
221,V_TR,preterminal,solve,0.029836660617059894
222,V_TR,preterminal,solved,0.02838475499092559
223,V_TR,preterminal,solves,0.02693284936479129
224,V_TR,preterminal,visit,0.018221415607985483
225,V_TR,preterminal,visited,0.016769509981851182
226,V_TR,preterminal,visits,0.016769509981851182
227,V_TR,preterminal,watch,0.03346642468239565
228,V_TR,preterminal,watched,0.03637023593466425
229,V_TR,preterminal,watches,0.020399274047186933
